code|preferred_name|synonymous_name|short_name|version_number|revision_number|preferred_letter_symbol|synonymous_letter_symbol|data_element_type_class|definition_class|applicable_classes|property_data_element_type|formula|definition|source_document_of_definition|note|remark|unit_of_measure|code_of_unit|alternative_unit_of_measure|code_of_alternative_unit|code_of_list_of_units|data_type|value_list_code|value_list|value_format|status_level|version_released_on|revision_released_on|obsolete_date|version_initiated_on|definition_classes|symbol|enumeration_code|class_type|superclass|higher-level_classes|properties|inherited_properties|Domain|enumerated_list_of_terms|enumeration_code_list|applicable_properties|enumerated_list_of _terms|enumerated_list of_terms|property_data _element_type
http://www.iop.rwth-aachen.de/PPC/1/1/name|name||@NAME|1|1|||A62||['http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset', 'http://www.iop.rwth-aachen.de/PPC/1/1/BOMPosition', 'http://www.iop.rwth-aachen.de/PPC/1/1/part', 'http://www.iop.rwth-aachen.de/PPC/1/1/storage', 'http://www.iop.rwth-aachen.de/PPC/1/1/storagePosition']|||Name of the asset.|<eigene>|||none|||||STRING|||X..40|Proposal|||||['http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset', 'http://www.iop.rwth-aachen.de/PPC/1/1/BOMPosition', 'http://www.iop.rwth-aachen.de/PPC/1/1/part', 'http://www.iop.rwth-aachen.de/PPC/1/1/storage', 'http://www.iop.rwth-aachen.de/PPC/1/1/storagePosition']||||||||||||||NON_DEPENDENT_P_DET
http://www.iop.rwth-aachen.de/PPC/1/1/netWeight|netto weight|||1|1|m_net}||K01||['http://www.iop.rwth-aachen.de/PPC/1/1/part', 'http://www.iop.rwth-aachen.de/PPC/1/1/transportContainer']|NON_DEPENDENT_P_DET||Netto weight of the part or the asset. The netto weight is the weight without the parts package, wrapping etc., or the assets load.|<eigene>|||kg|UAD720|g|UAA465|UAD104|REAL|||NR2..5|Proposal|||||['http://www.iop.rwth-aachen.de/PPC/1/1/part', 'http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset']||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/nominalFlowRate|nominal flow rate|max flow rate||1|1|q_nom}||K30|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/PPC/1/1/temperatureControlDevice|NON_DEPENDENT_P_DET||Nominal flow rate, defines the maximum achievable flow rate of the temperature control device.|EUROMAP 82.1|||l/min|UAA659|||UAD239|REAL|||NR2|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/nonWorkingTime|non working time||@NWT|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/person||||The time the person is not available because it is non working time.|<eigene>||||||||||||Proposal||||||NWT|http://www.iop.rwth-aachen.de/PPC/1/1/EnumPersonStatus||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/normal|normal||@NORM|1|1||||['http://www.iop.rwth-aachen.de/PPC/1/1/salesDocument', 'http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder']|||||||||||||||||Proposal||||||NORM|http://www.iop.rwth-aachen.de/PPC/1/1/EnumPriority||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/numberOfCavities|number of cavities|||1|1|||A56|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|['http://www.iop.rwth-aachen.de/IM/1/1/mold', 'http://www.iop.rwth-aachen.de/IM/1/1/moldInsert']|NON_DEPENDENT_P_DET||Number of the cavities that are ready for operation, subsequently the number of parts that can be produced within a single cycle.|<eigene>|||1|||||INTEGER|||NR1..3|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/numberOfClosedLoops|number of closed loops|||1|1|||A56|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/PPC/1/1/mold|NON_DEPENDENT_P_DET||Number of closed loops within the mold.|<eigene>|||1|||||INTEGER|||NR1..3|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/numberOfSensorHoles|number of sensor holes|||1|1|||A56|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|['http://www.iop.rwth-aachen.de/IM/1/1/mold', 'http://www.iop.rwth-aachen.de/IM/1/1/moldInsert']|NON_DEPENDENT_P_DET||Number of holes where sensors can be mounted, e.g., for monitoring the cavity pressure or temperature.|<eigene>|||1|||||INTEGER|||NR1..3|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/octabin|octabin||@OCTB|1|1||||"http://www.iop.rwth-aachen.de/PPC/1/1/storage
http://www.iop.rwth-aachen.de/PPC/1/1/storagePosition"|||||||||||||||||Proposal||||||OCTB|http://www.iop.rwth-aachen.de/PPC/1/1/EnumStorageType||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/open|open||@OPEN|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/salesDocument||||The sales order is recorded in the system.|<eigene>||||||||||||Proposal||||||OPEN|http://www.iop.rwth-aachen.de/PPC/1/1/EnumSDStatus||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/openingStroke|opening stroke|||1|1|d_opening}||T03|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/PPC/1/1/injectionMoldingMachine|NON_DEPENDENT_P_DET||Distance by which the mold fixing platens move away from each other for demolding at maximum mold parting line speed.|DIN 24450|||mm|UAA862 |cm|UAA375|UAD072|REAL|||NR2..4|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/operation|operation||@OP|1|1||||||||The activities of manufacturing operations management are those activities of a manufacturing facility that coordinate the personnel, equipment, material and energy in the conversion of raw materials and/or parts into products. Manufacturing operations management includes activities that may be performed by physical equipment, human effort and information systems.|IEC 62264-1||||||||||||Proposal|||||||||||['http://www.iop.rwth-aachen.de/PPC/1/1/operationId', 'http://www.iop.rwth-aachen.de/PPC/1/1/plannedStartDate', 'http://www.iop.rwth-aachen.de/PPC/1/1/actualStartDate', 'http://www.iop.rwth-aachen.de/PPC/1/1/plannedEndDate', 'http://www.iop.rwth-aachen.de/PPC/1/1/actualEndDate', 'http://www.iop.rwth-aachen.de/PPC/1/1/plannedDuration', 'http://www.iop.rwth-aachen.de/PPC/1/1/actualDuration', 'http://www.iop.rwth-aachen.de/PPC/1/1/internalDesitnation', 'http://www.iop.rwth-aachen.de/PPC/1/1/leadTime', 'http://www.iop.rwth-aachen.de/PPC/1/1/setupTime', 'http://www.iop.rwth-aachen.de/PPC/1/1/shutdownTime', 'http://www.iop.rwth-aachen.de/PPC/1/1/personalTime', 'http://www.iop.rwth-aachen.de/PPC/1/1/operationTime', 'http://www.iop.rwth-aachen.de/PPC/1/1/waitTime', 'http://www.iop.rwth-aachen.de/PPC/1/1/safetyTime', 'http://www.iop.rwth-aachen.de/PPC/1/1/reqQualificationLevel', 'http://www.iop.rwth-aachen.de/PPC/1/1/statusOp']||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/operationId|operation identificator|||1|1|||A62|http://www.iop.rwth-aachen.de/PPC/1/1/operation|http://www.iop.rwth-aachen.de/PPC/1/1/operation|NON_DEPENDENT_P_DET||Unique identification of the operation.|<eigene>|||none|||||STRING|||X..40|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/operationSkill|operation skill|||1|1|||A91|http://www.iop.rwth-aachen.de/PPC/1/1/personalQualification|http://www.iop.rwth-aachen.de/PPC/1/1/personalQualification|NON_DEPENDENT_P_DET||The qualification regarding which operations or type of operations a person can handle.|<eigene>|||none|||||STRING|||X..40|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/operationTime|operation time|cycle time||1|1|t_o}||T07|http://www.iop.rwth-aachen.de/PPC/1/1/operation|http://www.iop.rwth-aachen.de/PPC/1/1/operation|NON_DEPENDENT_P_DET||The time required for a cycle after the machine, resource, work center, process, or line is set up and ready for production.|<eigene>|||min|UAA842|h|UAA525|UAD197|REAL|||NR2..4.2|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/optimizationModel|optimization model||@OPTM|1|1||||||||Model that can be used for rescheduling in order to get a new, optimal/suitabe schedule regarding a specific, predetermined optimization goal.|<eigene>||||||||||||Proposal|||||||||||http://www.iop.rwth-aachen.de/PPC/1/1/ppcOptModelId||||||||
http://www.iop.rwth-aachen.de/IM/1/1/orientation|orientation||@ORNT|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/handlingDevice||||Process step to bring the finished parts in a pre-determined orientation, so every part is placed in the same way.|<eigene>||||||||||||Proposal||||||ORNT|http://www.iop.rwth-aachen.de/IM/1/1/EnumDeviceType||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/other|other||@MOTH|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/mold||||This state is used if none of the other states apply.|EUROMAP 83||||||||||||Proposal||||||MOTH|http://www.iop.rwth-aachen.de/IM/1/1/EnumMoldStatus||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/outerSilo|outer silo||@OSIL|1|1|||||||||||||||||||||Proposal|||||['http://www.iop.rwth-aachen.de/PPC/1/1/storage', 'http://www.iop.rwth-aachen.de/PPC/1/1/storagePosition']|OSIL|http://www.iop.rwth-aachen.de/PPC/1/1/EnumStorageType||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/overallEquipmentEfficency|overall equipment efficency||@OEE|1|1|η_OEE}||R81|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|NON_DEPENDENT_P_DET||The OEE index represents the availability of a work unit, the effectiveness of the work unit, and the quality ratio KPIs integrated in a single indicator.|ISO 22400-2|||%|UAA000|||UAD154|REAL_MEASURE|||NR2..3.2|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/palette|palette||@PALT|1|1|||||||||||||||||||||Proposal|||||['http://www.iop.rwth-aachen.de/PPC/1/1/storage', 'http://www.iop.rwth-aachen.de/PPC/1/1/storagePosition']|PALT|http://www.iop.rwth-aachen.de/PPC/1/1/EnumStorageType||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/palletizing|palletizing||@PLLT|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/handlingDevice||||Process step to merge different parts or product carrier to one pallet or transport container.|<eigene>||||||||||||Proposal||||||PLLT|http://www.iop.rwth-aachen.de/IM/1/1/EnumDeviceType||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/part|part|product|@PART|1|1||||||||Desired output or by-product of the processes of an enterprise.|IEC 62264-1|A product can be an intermediate product or end product from a business perspective.|||||||||||Proposal|||||||||||['http://www.iop.rwth-aachen.de/PPC/1/1/partId', 'http://www.iop.rwth-aachen.de/PPC/1/1/name', 'http://www.iop.rwth-aachen.de/PPC/1/1/alternativeName', 'http://www.iop.rwth-aachen.de/PPC/1/1/baseQuantityUnit', 'http://www.iop.rwth-aachen.de/PPC/1/1/netWeight', 'http://www.iop.rwth-aachen.de/PPC/1/1/isCoProduct', 'http://www.iop.rwth-aachen.de/PPC/1/1/status']||||||||
http://www.iop.rwth-aachen.de/IM/1/1/particleShape|particle shape|||1|1|||A58|http://www.iop.rwth-aachen.de/PPC/1/1/part|http://www.iop.rwth-aachen.de/PPC/1/1/plasticsGranulate|NON_DEPENDENT_P_DET||General form of the plastic granulate's single particle.|<eigene>|||none|||||ENUM_STRING|http://www.iop.rwth-aachen.de/IM/1/1/EnumParticleShape|0|X..40|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/particleSize|particle size|||1|1|d_particle}||T03|http://www.iop.rwth-aachen.de/PPC/1/1/part|http://www.iop.rwth-aachen.de/PPC/1/1/plasticsGranulate|NON_DEPENDENT_P_DET||Average size of the plastic granulate's single particle.|<eigene>|||μm|UAA090|||UAD072|REAL_MEASURE|||NR2|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/particleSizeDistribution|particle size distribution|||1|1|d_particledist}||T03|http://www.iop.rwth-aachen.de/PPC/1/1/part|http://www.iop.rwth-aachen.de/PPC/1/1/plasticsGranulate|NON_DEPENDENT_P_DET||The distribution of all plastics granulate's single particles regarding its size within a defined system or setting.|<eigene>|||μm|UAA090|||UAD072|REAL_MEASURE|||NR2|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/partId|part identificator|material identificator|@MAT|1|1|||A62||['http://www.iop.rwth-aachen.de/PPC/1/1/part', 'http://www.iop.rwth-aachen.de/PPC/1/1/salesDocument', 'http://www.iop.rwth-aachen.de/PPC/1/1/BOMPosition']|NON_DEPENDENT_P_DET||Unique identification of the part.|<eigene>|||none|||||STRING|||X..40|Proposal|||||['http://www.iop.rwth-aachen.de/PPC/1/1/part', 'http://www.iop.rwth-aachen.de/PPC/1/1/salesDocument', 'http://www.iop.rwth-aachen.de/PPC/1/1/BOMPosition']||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/partlyConfirmed|partly confirmed||@PTCF|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder||||The confirmation at least of one, but not all operations were made.|Logistikprozesse mit SAP, 3 ed., 2011, ISBN: 9783834881199||||||||||||Proposal||||||PTCF|http://www.iop.rwth-aachen.de/PPC/1/1/EnumPOStatus||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/partlyDelivered|partly delivered||@PDLV|1|1||||||||At least one, but not all articles were delivered to the mentioned destination.|<eigene>||||||||||||Proposal|||||['http://www.iop.rwth-aachen.de/PPC/1/1/salesDocument', 'http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder']|PDLV|['http://www.iop.rwth-aachen.de/PPC/1/1/EnumSDStatus', 'http://www.iop.rwth-aachen.de/PPC/1/1/EnumPOStatus']||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/pause|pause||@PAUS|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/person||||The person is not available because of pause. |<eigene>||||||||||||Proposal||||||PAUS|http://www.iop.rwth-aachen.de/PPC/1/1/EnumPersonStatus||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/pauseTime|pause time|||1|1|||A31|http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar|http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar|NON_DEPENDENT_P_DET||Pause time(s) within the shift.|<eigene>|||none|||||REAL|||N..3|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/person|person|operator|@PRSN|1|1||||||||Grouping of persons with similar characteristics.|IEC 62264-2||||||||||||Proposal|||||||||||['http://www.iop.rwth-aachen.de/PPC/1/1/personId', 'http://www.iop.rwth-aachen.de/PPC/1/1/givenName', 'http://www.iop.rwth-aachen.de/PPC/1/1/surName', 'http://www.iop.rwth-aachen.de/PPC/1/1/role', 'http://www.iop.rwth-aachen.de/PPC/1/1/wageRate', 'http://www.iop.rwth-aachen.de/PPC/1/1/location', 'http://www.iop.rwth-aachen.de/PPC/1/1/status']||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/personalQualification|personal qualification|operator qualification|@PRSQ|1|1||||||||Skill of a person to execute operations or handle machines .|<eigene>||||||||||||Proposal|||||||||||"http://www.iop.rwth-aachen.de/PPC/1/1/machineSkill
http://www.iop.rwth-aachen.de/PPC/1/1/operationSkill"||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/personalTime|personal time|||1|1|t_personal}||T07|http://www.iop.rwth-aachen.de/PPC/1/1/operation|http://www.iop.rwth-aachen.de/PPC/1/1/operation|NON_DEPENDENT_P_DET||The time required for a worker to perform an operation or is occupied with an operation.|<eigene>|||min|UAA842|h|UAA525|UAD197|REAL|||NR2..4.2|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/personId|personal identificator|employee identificator||1|1|||A62|http://www.iop.rwth-aachen.de/PPC/1/1/person|http://www.iop.rwth-aachen.de/PPC/1/1/person|NON_DEPENDENT_P_DET||Unique identification of a specific person.|IEC 62264-2|||none|||||STRING|||X..40|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/personStatus|person status|||1|1|||A62|http://www.iop.rwth-aachen.de/PPC/1/1/person|http://www.iop.rwth-aachen.de/PPC/1/1/person|NON_DEPENDENT_P_DET||The current condition, process (step), etc., of an asset/entity.|<eigene>|||none|||||ENUM_STRING|http://www.iop.rwth-aachen.de/PPC/1/1/EnumPersonStatus|['http://www.iop.rwth-aachen.de/PPC/1/1/idle', 'http://www.iop.rwth-aachen.de/PPC/1/1/blocked', 'http://www.iop.rwth-aachen.de/PPC/1/1/pause', 'http://www.iop.rwth-aachen.de/PPC/1/1/vacation', 'http://www.iop.rwth-aachen.de/PPC/1/1/nonWorkingTime']|X..40|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/plannedCosts|planned costs|||1|1|||P51|http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder|http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder|NON_DEPENDENT_P_DET||Planned costs for a production order.|<eigene>|||€|||||REAL_CURRENCY|||NR2 2.2|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/plannedDryingLevel|planned drying level|||1|1|||K29|http://www.iop.rwth-aachen.de/PPC/1/1/part|http://www.iop.rwth-aachen.de/IM/1/1/plasticsGranulate|NON_DEPENDENT_P_DET||The planned drying level of a plastic granulate is the opposite of the moisture level. |<eigene>|||mg/l|UAA827|||UAD106|REAL|||NR2|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/plannedDueDate|planned due date|||1|1|||A31|http://www.iop.rwth-aachen.de/PPC/1/1/salesDocument|http://www.iop.rwth-aachen.de/PPC/1/1/salesOrder|NON_DEPENDENT_P_DET||The date when purchased material or production material is planned to be available for use.|APICS Dictionary, 13 ed., 2010, ISBN: 9780615394411|||none|||||DATE_TIME|||X 10|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/plannedDuration|planned duration|||1|1|t_plan}||T07||['http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder', 'http://www.iop.rwth-aachen.de/PPC/1/1/routing', 'http://www.iop.rwth-aachen.de/PPC/1/1/operation']|NON_DEPENDENT_P_DET||The difference between the planned start date and the planned end date.|<eigene>|||min|UAA842|h|UAA525|UAD197|REAL|||NR2..6.2|Proposal|||||['http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder', 'http://www.iop.rwth-aachen.de/PPC/1/1/routing', 'http://www.iop.rwth-aachen.de/PPC/1/1/operation']||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/plannedEndDate|planned end date|scheduled finished date||1|1|||A31||['http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder', 'http://www.iop.rwth-aachen.de/PPC/1/1/routing', 'http://www.iop.rwth-aachen.de/PPC/1/1/operation']|NON_DEPENDENT_P_DET||An activity’s planned finish time is normally between the early finish time and the late finish time. It may reflect resource limitations.|APICS Dictionary, 13 ed., 2010, ISBN: 9780615394411|||none|||||DATE_TIME|||X 10|Proposal|||||['http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder', 'http://www.iop.rwth-aachen.de/PPC/1/1/routing', 'http://www.iop.rwth-aachen.de/PPC/1/1/operation']||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/plannedQuantity|planned quantity|amount|@QTY|1|1|||A71|http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder|http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder|NON_DEPENDENT_P_DET||The quantity is needed to fulfill the customer's demand, purchase raw material, or manufacture a part. |<eigene>|||1|||||REAL|||NR2..8.2|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/plannedStartDate|planned start date|scheduled start date||1|1|||A31||['http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder', 'http://www.iop.rwth-aachen.de/PPC/1/1/routing', 'http://www.iop.rwth-aachen.de/PPC/1/1/operation']|NON_DEPENDENT_P_DET||An activity’s planned start time is normally between the early start time and the late start time. It may reflect resource limitations.|APICS Dictionary, 13 ed., 2010, ISBN: 9780615394411|||none|||||DATE_TIME|||X 10|Proposal|||||['http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder', 'http://www.iop.rwth-aachen.de/PPC/1/1/routing', 'http://www.iop.rwth-aachen.de/PPC/1/1/operation']||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/plannedTemperature|planned temperature|||1|1|ϑ_planned}||H02|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/IM/1/1/temperatureControlDevice|NON_DEPENDENT_P_DET||Setting and/or monitoring of the temperature in the main or return line.|EUROMAP 82.1|||°C|UAA033|K|UAA185|UAD023|REAL|||NR2..3|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/plantShutdown|plant shutdown||@PLSD|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar||||Shift Calender that specifies the days the plant is closed. The production is closed.|<eigene>||||||||||||Proposal||||||PLSD|http://www.iop.rwth-aachen.de/PPC/1/1/EnumShiftType||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/plasticatingCapacityMax|maximum plasticating capacity|||1|1|q_plastcapacity,max}||K29|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/IM/1/1/injectionMoldingMachine|NON_DEPENDENT_P_DET||The plasticizing capacity is the amount of plastic that can be melted and homogenized with heat in the barrel per time.|Injection Molding Handbook, 3 ed., 2000, ISBN: 9781461545972|||g/s|UAA497|kg/h|UAA607|UAD107|REAL|||NR2|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/plasticsGranulate|plastics granulate||@PLAS|1|1||||||||Raw material for the injection molding process.|<eigene>||||||||||||Proposal|||||||||http://www.iop.rwth-aachen.de/PPC/1/1/rawMaterial|http://www.iop.rwth-aachen.de/PPC/1/1/part|['http://www.iop.rwth-aachen.de/IM/1/1/chemicalLetter', 'http://www.iop.rwth-aachen.de/IM/1/1/resinForm', 'http://www.iop.rwth-aachen.de/IM/1/1/particleSize', 'http://www.iop.rwth-aachen.de/IM/1/1/particleShape', 'http://www.iop.rwth-aachen.de/IM/1/1/particleSizeDistribution', 'http://www.iop.rwth-aachen.de/IM/1/1/freeFlowingProperty', 'http://www.iop.rwth-aachen.de/IM/1/1/compactedApparentDensity', 'http://www.iop.rwth-aachen.de/IM/1/1/apparentDensity', 'http://www.iop.rwth-aachen.de/IM/1/1/plannedDryingLevel', 'http://www.iop.rwth-aachen.de/IM/1/1/actualDryingLevel', 'http://www.iop.rwth-aachen.de/IM/1/1/dryingTime', 'http://www.iop.rwth-aachen.de/IM/1/1/dryingTemperatureMax', 'http://www.iop.rwth-aachen.de/PPC/1/1/temperature', 'http://www.iop.rwth-aachen.de/IM/1/1/residenceTime', 'http://www.iop.rwth-aachen.de/IM/1/1/isRecyclate']|['http://www.iop.rwth-aachen.de/PPC/1/1/partId', 'http://www.iop.rwth-aachen.de/PPC/1/1/name', 'http://www.iop.rwth-aachen.de/PPC/1/1/alternativeName', 'http://www.iop.rwth-aachen.de/PPC/1/1/baseQuantityUnit', 'http://www.iop.rwth-aachen.de/PPC/1/1/netWeight', 'http://www.iop.rwth-aachen.de/PPC/1/1/isCoProduct', 'http://www.iop.rwth-aachen.de/PPC/1/1/status', 'http://www.iop.rwth-aachen.de/PPC/1/1/replenishmentTime', 'http://www.iop.rwth-aachen.de/PPC/1/1/vendorId', 'http://www.iop.rwth-aachen.de/PPC/1/1/vendorName', 'http://www.iop.rwth-aachen.de/PPC/1/1/tradeName', 'http://www.iop.rwth-aachen.de/PPC/1/1/unitPrice']|||||||
http://www.iop.rwth-aachen.de/PPC/1/1/poStatus|status|||1|1|||A62|http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder|http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder|NON_DEPENDENT_P_DET||The current condition, process (step), etc., of an asset/entity.|<eigene>|||none|||||ENUM_STRING|http://www.iop.rwth-aachen.de/PPC/1/1/EnumPOStatus|['http://www.iop.rwth-aachen.de/PPC/1/1/released', 'http://www.iop.rwth-aachen.de/PPC/1/1/materialAvailabilityNotChecked', 'http://www.iop.rwth-aachen.de/PPC/1/1/materialNotAvailable', 'http://www.iop.rwth-aachen.de/PPC/1/1/materialConfirmed', 'http://www.iop.rwth-aachen.de/PPC/1/1/productionDocumentsFetched', 'http://www.iop.rwth-aachen.de/PPC/1/1/goodsMovementOccured', 'http://www.iop.rwth-aachen.de/PPC/1/1/partlyConfirmed', 'http://www.iop.rwth-aachen.de/PPC/1/1/fullyConfirmed', 'http://www.iop.rwth-aachen.de/PPC/1/1/partlyDelivered', 'http://www.iop.rwth-aachen.de/PPC/1/1/fullyDeliverd']|X..40|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/powder|powder||@PWDR|1|1||||"http://www.iop.rwth-aachen.de/PPC/1/1/conveyor
http://www.iop.rwth-aachen.de/PPC/1/1/transportContainer
http://www.iop.rwth-aachen.de/PPC/1/1/plasticsGranulate"|||||||||||||||||Proposal||||||PWDR|http://www.iop.rwth-aachen.de/IM/1/1/EnumResForm||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/ppcOptModelId|optimization model identificator|||1|1|||A62|http://www.iop.rwth-aachen.de/PPC/1/1/optimizationModel|http://www.iop.rwth-aachen.de/PPC/1/1/optimizationModel|NON_DEPENDENT_P_DET||Unique identification of the optimization model.|<eigene>|||none|||||STRING|||X..40|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/preHeatingDuration|pre-heating duration|||1|1|t_preheat}||T07|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|['http://www.iop.rwth-aachen.de/IM/1/1/temperatureControlDevice', 'http://www.iop.rwth-aachen.de/IM/1/1/dryer']|NON_DEPENDENT_P_DET||The time the asset needs to reach the planned temperature.|<eigene>|||min|UAA842|||UAD197|REAL|||NR2..4|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/pressurePortType|pressure port type|||1|1|||A58|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/IM/1/1/dryer|NON_DEPENDENT_P_DET||Type of port to connect a pressure unit.|<eigene>|||none|||||STRING|||X..40|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/priority|priority||@PRIO|1|1|||A62|['http://www.iop.rwth-aachen.de/PPC/1/1/salesDocument', 'http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder']|['http://www.iop.rwth-aachen.de/PPC/1/1/salesDocument', 'http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder']|NON_DEPENDENT_P_DET||In a general sense, the relative importance of orders (i.e., the sequence in which orders should be worked on).|APICS Dictionary, 13 ed., 2010, ISBN: 9780615394411|||none|||||ENUM_STRING|http://www.iop.rwth-aachen.de/PPC/1/1/EnumPriority|['http://www.iop.rwth-aachen.de/PPC/1/1/low', 'http://www.iop.rwth-aachen.de/PPC/1/1/normal', 'http://www.iop.rwth-aachen.de/PPC/1/1/high']|X..40|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/productionDocumentsFetched|production documents fetched||@DOC|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder||||The production documents were fetched.|Logistikprozesse mit SAP, 3 ed., 2011, ISBN: 9783834881199||||||||||||Proposal||||||DOC|http://www.iop.rwth-aachen.de/PPC/1/1/EnumPOStatus||||||||||||
